专享源️,#genre#
广西卫视,http://111.61.236.247:9081/hls/44/index.m3u8
吉林卫视,http://111.61.236.247:9081/hls/45/index.m3u8
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8
山西卫视,http://111.61.236.247:9081/hls/47/index.m3u8
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8
青海卫视,http://111.61.236.247:9081/hls/49/index.m3u8
旅游卫视,http://111.61.236.247:9081/hls/50/index.m3u8
宁夏卫视,http://111.61.236.247:9081/hls/51/index.m3u8
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8
新疆卫视,http://111.61.236.247:9081/hls/53/index.m3u8
甘肃卫视,http://111.61.236.247:9081/hls/54/index.m3u8


优质个源,#genre#
上海新闻综合,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031110/1.m3u8?channel-id=bestzb&Contentid=5000000011000031110&livemode=1&stbId=3
上海新闻综合,http://120.77.28.4:8648/mgu.php?id=shxwzh
上海新闻综合,https://stream1.freetv.fun/shang-hai-xin-wen-zong-he-3.m3u8
上海新闻综合,http://58.41.27.144:18888/udp/239.45.3.209:5140
上海都市,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000018926/1.m3u8?channel-id=bestzb&Contentid=5000000010000018926&livemode=1&stbId=3
五星体育,http://gslbservzqhsw.itv.cmvideo.cn/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
五星体育,p3p://108.181.20.159:31165/63ec4dc200075675e44984ca52f86245
精品体育,https://epg.pw/stream/866a097a0907c9832440f8df38272dd555abf05200dfbafcc137e214c9b30ca7.m3u8
精品体育,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=3
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009601/
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/
魅力足球,http://120.77.28.4:8648/mgu.php?id=mlzq
劲爆体育,http://120.77.28.4:8648/mgu.php?id=jbty
睛彩篮球,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩竞技,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩竞技,http://123.114.19.80:4000/rtp/239.3.1.125:8001
TRA体育,http://litv.zapi.us.kg/?id=4gtv-4gtv077
舌尖上的中国第1季,https://lunbo.freetv.top/yy/1354930952
舌尖上的中国第2季,https://live.metshop.top/yy/1354930943
舌尖上的中国第2季,https://www.goodiptv.club/yy/1354930943
舌尖上的中国第2季,https://lunbo.freetv.top/yy/1354930943
美丽中国说：野马,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美剧解说轮播,http://cfss.cc/cdn/dyu/9643264.m3u8
经典美剧解说,http://cfss.cc/cdn/dyu/9123570.m3u8
广州新闻,http://mail.bfgpay.cn:2052/udp/239.253.43.72:5146
广州竞赛,http://58.144.154.93/tencentplay.gztv.com/live/jingsai.m3u8


咪咕直播,#genre#
咪咕直播1,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3
咪咕直播2,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3
咪咕直播3,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3
咪咕直播4,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3
咪咕直播5,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3
咪咕直播6,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3
咪咕直播7,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3
咪咕直播8,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3
咪咕直播9,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3
咪咕直播10,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=3
咪咕直播11,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=3
咪咕直播12,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3
咪咕直播13,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3
咪咕直播14,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3
咪咕直播15,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3
咪咕直播16,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3
咪咕直播17,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3
咪咕直播18,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3
咪咕直播19,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3
咪咕直播20,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3
咪咕直播21,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3
咪咕直播22,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=3
咪咕直播23,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3
咪咕直播24,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3
咪咕直播25,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=3
咪咕直播26,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3
咪咕直播27,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=3
咪咕直播28,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
咪咕直播29,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
咪咕直播30,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
咪咕直播31,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
咪咕直播32,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
咪咕直播33,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3
咪咕直播34,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=3
咪咕直播35,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=3
咪咕直播36,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=3
咪咕直播37,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=3
咪咕直播38,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=3
咪咕直播39,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=3
咪咕直播40,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=3
咪咕直播41,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=3
咪咕直播42,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=3
咪咕直播43,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=3
咪咕直播44,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011530&livemode=1&stbId=3
咪咕直播45,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=3


央视频道,#genre#
CCTV1,http://222.70.243.41:23456/udp/239.45.3.145:5140
CCTV1,http://123.113.183.117:9000/rtp/239.3.1.1:8000
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.1.17:5146
CCTV1,http://211.158.154.60:8005/rtp/225.0.4.74:7980
CCTV1,http://121.24.98.230:8090/hls/9/index.m3u8
CCTV1,http://61.190.129.195:8688/rtp/238.1.78.166:7200
CCTV1,http://202.100.46.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://123.182.60.29:9002/hls/1/index.m3u8
CCTV1,http://ttkx.live:55/lib/aikan.php?id=cctv1
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.1.144:5146
CCTV1,http://221.12.3.18:8980/live/cctv1/index.m3u8
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.0.129:5146
CCTV1,http://223.107.105.100:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://101.81.119.90:8888/udp/239.45.3.145:5140
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.zz49.top:4022/udp/239.77.0.86:5146
CCTV1,http://58.245.97.28:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000018602/1.m3u8
CCTV1,http://113.68.17.39:4022/udp/239.77.1.17:5146
CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://180.158.130.39:1024/udp/239.45.3.145:5140
CCTV1,http://113.57.20.158:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001
CCTV1,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002133/index.m3u8
CCTV1,http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000501
CCTV1,http://121.13.55.157:4022/udp/239.77.0.86:5146
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021973/1.m3u8
CCTV1,http://1.82.70.88:8021/rtp/239.112.205.59:5140
CCTV1,http://[2409:8087:74d9:21::6]:80/270000001128/9900000001/index.m3u8
CCTV1,http://121.13.55.157:4022/udp/239.77.0.129:5146
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226153/index.m3u8
CCTV1,http://111.193.225.167:8888/rtp/239.3.1.129:8008
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226670/index.m3u8
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006
CCTV1,http://182.104.192.98:8180/TV00000000000000000047@HHZT
CCTV1,http://111.167.65.196:4022/udp/225.1.1.120:5002
CCTV1,http://123.113.237.160:8888/rtp/239.3.1.129:8008
CCTV1,http://112.6.165.112:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://14.19.146.196:4022/udp/239.77.0.86:5146
CCTV1,http://123.13.244.35:4000/rtp/225.1.4.73:1102
CCTV1,http://175.9.193.128:4502/rtp/239.76.253.151:9000
CCTV1,http://223.10.24.65:8083/udp/239.1.1.7:8007
CCTV1,http://223.10.3.122:8083/rtp/239.1.1.7:8007
CCTV1,http://27.10.75.55:8003/rtp/225.0.4.74:7980
CCTV1,p3p://108.181.32.169:18118/64260c74000c73e9edfa2a0e354364a8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV1,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?Contentid=reallive-hdcctv1&channel-id=ystenlive&livemode=1&stbId=3
CCTV1,http://171.213.207.119:5555/udp/239.93.0.184:5140
CCTV1,http://123.113.183.117:9000/rtp/239.3.1.129:8008
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://[2409:8087:74f0:22::4]:6610/270000001128/9900000501/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000501
CCTV1,http://[2409:8087:1a01:df::4060]/TVOD/88888888/224/3221226119/main.m3u8
CCTV1,http://114.243.105.66:8822/rtp/239.3.1.129:8008
CCTV1,https://vip.taoiptv.cn/source/itv.php?id=CCTV150FPS.m3u8&sign=h51x7y
CCTV1,http://58.57.21.166:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.zz49.top:4022/udp/239.77.1.17:5146
CCTV1,http://183.223.157.33:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?
CCTV1,http://222.186.57.43:22222/php/migu.php?id=cctv1
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.1.2:4056
CCTV1,http://14.19.146.196:4022/udp/239.77.0.129:5146
CCTV1,http://183.130.6.35:8889/rtp/233.50.201.222:5140
CCTV1,http://211.158.154.60:8005/udp/225.0.4.74:7980
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.61:9884
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV1,http://iptvcyp.top:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.dsmcloud.top:8888/udp/239.81.0.102:4056
CCTV1,http://113.68.17.39:4022/udp/239.77.0.129:5146
CCTV1,http://1.82.70.88:8008/rtp/239.112.205.59:5140
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV1,http://1.82.70.88:8020/rtp/239.112.205.59:5140
CCTV1,p2p://142.54.189.230:2215/64df4e39000298bd058fb75f6f793316.ts
CCTV1,http://ddns.cyruslee.top:8888/udp/239.77.0.86:5146
CCTV1,http://1.203.120.157:9000/udp/225.1.8.101:8080
CCTV1,http://117.72.68.25:9930/migu.php?id=cctv1
CCTV1,http://14.19.146.196:4022/udp/239.77.1.17:5146
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
CCTV1,http://171.120.57.212:8001/rtp/226.0.2.153:9136
CCTV1,http://114.253.253.97:4001/rtp/239.3.1.129:8008
CCTV1,http://117.114.153.26:8180/TV00000000000000000099@HHZT
CCTV1,http://221.221.153.193:8888/rtp/239.3.1.129:8008
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV1,http://125.118.92.181:8000/rtp/233.50.201.222:5140
CCTV1,http://117.32.85.6:8014/rtp/239.112.205.59:5140
CCTV1,p3p://108.181.32.169:22204/64260c74000c73e9edfa2a0e354364a8
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140
CCTV1,http://113.118.194.125:5000/udp/239.77.1.144:5146
CCTV1,http://fangke.blueswords.com:9901/tsfile/live/0001_1.m3u8
CCTV1,http://122.191.206.188:888/rtp/228.0.0.1:6108
CCTV1,http://27.184.66.142:1024/rtp/239.254.200.45:8008
CCTV1,http://116.226.30.31:4022/udp/239.45.3.145:5140
CCTV1,http://113.118.194.125:5000/udp/239.77.1.17:5146
CCTV1,https://vip.taoiptv.cn/source/gitv.php?id=CCTV1hd-8M.m3u8&sign=h51x7y
CCTV1,http://218.241.192.50:8808/rtp/239.3.1.129:8008
CCTV1,http://119.164.81.193:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000002226/1.m3u8
CCTV1,http://61.173.113.200:4022/rtp/239.45.3.145:5140
CCTV1,http://124.112.202.94:18888/rtp/238.1.78.166:7200
CCTV1,http://118.79.115.77:6001/rtp/226.0.2.153:9136
CCTV1,http://ygbh666.cn/aikmigu.php?id=cctv1
CCTV1,http://221.0.78.198:1681/hls/10201/index.m3u8
CCTV1,p3p://108.181.32.169:28946/64260c74000c73e9edfa2a0e354364a8
CCTV1,http://114.253.253.223:4022/rtp/239.3.1.129:8008
CCTV1,https://vip.taoiptv.cn/source/gzyx.php?id=ca1f525f17a2eddd9c98fbe17997d9df.m3u8&sign=h51x7y
CCTV1,http://114.232.146.184:7777/rtp/239.49.8.129:6000
CCTV1,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://125.71.159.29:6666/rtp/239.93.0.184:5140
CCTV1,http://175.11.69.146:8888/rtp/239.76.253.151:9000
CCTV1,http://124.128.73.58:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV1,http://183.130.6.35:8889/udp/233.50.200.99:5140
CCTV1,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226153/index.m3u8
CCTV1,http://211.158.152.144:8001/rtp/225.0.4.74:7980
CCTV1,http://dms.yryyj.site:8188/udp/239.76.245.51:1234
CCTV1,http://113.67.164.10:8888/udp/239.77.1.17:5146
CCTV1,http://47.102.200.34:18081/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV1,http://60.26.62.138:4022/rtp/225.1.1.120:5002
CCTV1,http://alvin.ergotron.net:8000/udp/239.77.1.17:5146
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV1,http://123.112.240.21:5555/rtp/239.3.1.129:8008
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://123.129.70.178:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://60.7.56.33:4000/rtp/239.253.92.83:8012
CCTV1,http://116.117.107.53:8096/tsfile/live/0001_1.m3u8
CCTV1,http://60.189.43.82:9999/rtp/233.50.201.118:5140
CCTV1,http://223.75.148.190:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://1.70.35.224:8083/rtp/239.1.1.7:8007
CCTV1,http://123.166.61.70:8003/hls/11/index.m3u8
CCTV1,http://111.14.181.15:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://fangke.blueswords.com:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226733/index.m3u8
CCTV1,http://36.35.16.98:9901/tsfile/live/0001_18.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://121.24.98.127:8090/hls/9/index.m3u8
CCTV1,http://49.76.53.232:4000/rtp/239.49.8.129:6000
CCTV1,http://61.163.181.78:9901/tsfile/live/0001_1.m3u8
CCTV1,http://114.55.117.163:8081/iptv/gitv.php?id=CCTV1hd-8M.m3u8&sign=h51x7y
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234
CCTV1,http://113.118.194.125:5000/udp/239.77.0.86:5146
CCTV1,http://e1.woc.iiiya.cn:8888/rtp/239.61.3.60:9878
CCTV1,http://111.123.105.133:8881/rtp/238.255.2.91:5999
CCTV1,http://www.zz49.top:4022/udp/239.77.0.129:5146
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226016/index.m3u8
CCTV1,http://117.114.153.18:8180/TV00000000000000000099@HHZT
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://111.167.49.238:5002/udp/225.1.1.120:5002
CCTV1,http://110.84.123.146:3000/itv/ystenlive/1000000005000265001
CCTV1,http://180.158.164.233:8888/udp/239.45.3.145:5140
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://36.32.174.67:60080/newlive/live/hls/1/live.m3u8
CCTV1,http://cdn.jdshipin.com:8880/ysp.php?id=cctv1
CCTV1,http://[2409:8087:74d9:21::6]/270000001128/9900000001/index.m3u8
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV1,http://119.123.242.236:4022/udp/239.77.0.129:5146
CCTV1,http://202.103.213.43:8888/udp/239.81.0.102:4056
CCTV1,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226514/index.m3u8
CCTV1,http://182.138.184.35:6666/udp/239.93.0.184:5140
CCTV1,http://117.86.191.120:8889/rtp/239.49.8.129:6000
CCTV1,http://36.135.52.57:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://beishan008.asuscomm.com:8892/bysid/33.m3u8
CCTV1,http://223.13.161.87:4022/rtp/239.1.1.7:8007
CCTV1,http://123.144.180.82:55555/udp/225.0.4.74:7980
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265001/1.m3u8
CCTV1,http://171.109.52.42:6666/udp/239.81.0.102:4056
CCTV1,http://202.103.213.43:8888/udp/239.81.0.13:4056
CCTV1,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/index.m3u8
CCTV1,http://zhixiao.outside.live.pthv.gitv.tv/live/CCTV1hd-8M/live.m3u8
CCTV1,http://121.224.50.39:5555/rtp/239.49.8.129:6000
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226532/index.m3u8
CCTV1,http://115.171.216.56:4000/udp/225.1.8.101:8080
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://vl15191373.imwork.net:8880/udp/239.93.0.184:5140
CCTV1,http://beijinglive.online.domybox.com:91/live/CCTV1hd-8M/live.m3u8
CCTV1,https://vip.taoiptv.cn/source/jsyd.php?id=G_CCTV-1-AVS-4K264.m3u8&sign=h51x7y
CCTV1,http://1.82.144.44:4022/rtp/239.112.205.59:5140
CCTV1,http://223.10.21.36:8083/udp/239.1.1.7:8007
CCTV1,http://116.117.105.198:8096/tsfile/live/0001_1.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://171.109.52.42:6666/udp/239.81.0.13:4056
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8?
CCTV1,http://14.19.146.196:4022/udp/239.77.1.144:5146
CCTV1,http://114.55.117.163:8081/iptv/itv.php?id=CCTV150FPS.m3u8&sign=h51x7y
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://113.101.160.207:8888/udp/239.77.1.17:5146
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
CCTV1,http://[2409:8087:1a01:df::4009]/TVOD/88888888/224/3221225816/main.m3u8
CCTV1,http://115.171.216.56:4000/udp/225.1.8.1:8008
CCTV1,http://114.220.240.64:4022/rtp/239.49.8.129:6000
CCTV1,http://171.213.136.13:4022/rtp/239.93.0.184:5140
CCTV1,http://113.118.194.125:5000/udp/239.77.0.129:5146
CCTV1,http://bjlive.u.domybox.com:91/live/CCTV1hd-8M/live.m3u8
CCTV1,http://115.230.189.89:9999/rtp/233.50.201.118:5140
CCTV1,http://1b6467f415.iok.la:9931/tsfile/live/1020_1.m3u8
CCTV1,http://114.243.109.134:8822/rtp/239.3.1.129:8008
CCTV1,http://110.53.218.182:9902/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://220.166.250.165:4022/udp/239.93.0.184:5140
CCTV1,http://110.177.146.171:888/rtp/239.1.1.7:8007
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://1732e975z9.zicp.fun:8082/hls/1/index.m3u8
CCTV1,http://116.226.15.239:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://www.zz49.top:4022/udp/239.77.1.144:5146
CCTV1,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000001000004953/1.m3u8
CCTV1,http://121.13.55.157:4022/udp/239.77.1.144:5146
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/index.m3u8
CCTV1,http://1.203.120.157:9000/udp/225.1.8.1:8008
CCTV1,http://27.10.74.30:8005/rtp/225.0.4.74:7980
CCTV1,http://14.29.76.30:9901/tsfile/live/1000_1.m3u8
CCTV1,http://59.173.183.242:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://121.24.98.230:8090/hls/10/index.m3u8
